"Parabolic,Bollinguer,Fractal,Tendencia,Volume",Resut,0
"False,put,False,put,put",WIN,2
"False,put,None,put,put",LOSS,3
"False,put,None,put,put",WIN,2
"put,None,None,put,put",LOSS,1
